0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0.0,0.011457293,0.0,0.13741626,0.28734532,0.10195246,0.0,0.0,0.0,0.0,0.014518797,0.0,0.0,0.0,0.0,0.0,0.15896916,0.0,0.42266962,0.049703833,0.0,0.0,0.0,0.028266171,0.0,0.0,0.033992447,0.0,0.0,0.0,0.0
0.0,1.240064,0.0,0.0,0.0,0.0,0.0,0.8060008,0.0,0.0,0.0,2.4346983,0.52456397,0.18967727,0.0,1.1380906,0.0,0.0,0.63231546,0.0,0.69720507,0.0,0.0,1.7584301,1.2179991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.13038833,0.27490303,0.09463827,0.0,0.0,0.0,0.0,0.05165858,0.0,0.0,0.0,0.0,0.0,0.1528087,0.0,0.4156435,0.057315137,0.0,0.0,0.0,0.034939617,0.0,0.0,0.03141325,0.0,0.0,0.0,0.0
0.0,0.0,2.2371202,0.0,0.0,2.4472125,3.445424,0.0,0.0,0.0,0.0,0.0,0.0,0.5649371,0.0,0.0,0.0,1.9656454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5127136,0.0,0.0,0.9568044,0.0,0.0
0.0,0.0,0.7421771,0.0,0.0,0.8736543,0.758894,0.0,0.0,0.0,0.0,0.0,0.0,0.08141533,0.0,0.0,0.0,0.5308238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21488981,0.0,0.0,0.06657875,0.0,0.0
0.0,1.0280246,0.0,0.0,0.0,0.0,0.0,0.7076127,0.0,0.0,0.0,2.0684004,0.46162236,0.1613436,0.0,1.00123,0.0,0.0,0.5907651,0.0,0.5730223,0.0,0.0,1.4823067,1.1400609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.69792217,0.0,0.0,0.0,0.0,0.0,0.521458,0.0,0.0,0.0,1.5385331,0.3019171,0.119142994,0.0,0.75740564,0.0,0.0,0.39553624,0.0,0.420727,0.0,0.0,1.0900673,0.8172681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.03217017,0.0,0.0,0.0,0.0,0.0,0.099851385,0.0,0.0,0.0,0.34634846,0.0,0.103636414,0.0,0.25420803,0.0,0.0,0.0,0.0,0.004552518,0.0,0.0,0.0,0.28988922,0.0,0.0,0.0,0.08233451,0.0,0.0,0.0
0.0,0.026590444,0.0,0.0,0.0,0.0,0.0,0.10213645,0.0,0.0,0.0,0.333143,0.0,0.106956035,0.0,0.24945065,0.0,0.0,0.0,0.0,0.002710564,0.0,0.0,0.0,0.28467578,0.0,0.0,0.0,0.09093873,0.0,0.0,0.0
0.0,0.0,2.0199182,0.0,0.0,2.220644,3.0652118,0.0,0.0,0.0,0.0,0.0,0.0,0.48869175,0.0,0.0,0.0,1.7701536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3203983,0.0,0.0,0.8088927,0.0,0.0
0.0,0.1640884,0.0,0.0,0.0,0.0,0.0,0.17032269,0.0,0.0,0.0,0.6530117,0.043268368,0.057668198,0.0,0.37645525,0.0,0.0,0.08455559,0.0,0.061952244,0.0,0.0,0.22409075,0.48748854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.07000474,0.0,0.0,0.0,0.0,0.0,0.12977132,0.0,0.0,0.0,0.42860144,0.0,0.11642138,0.0,0.301275,0.0,0.0,0.017817162,0.0,0.010567992,0.0,0.0,0.01421774,0.36510792,0.0,0.0,0.0,0.046491243,0.0,0.0,0.0
0.0,0.0,0.79670554,0.0,0.0,0.92853874,0.819256,0.0,0.0,0.0,0.0,0.0,0.0,0.08125612,0.0,0.0,0.0,0.56809676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24112563,0.0,0.0,0.08122428,0.0,0.0
0.0,0.8229894,0.0,0.0,0.0,0.0,0.0,0.5267753,0.0,0.0,0.0,1.6697146,0.35494477,0.1441451,0.0,0.8169255,0.0,0.0,0.3998732,0.0,0.48332968,0.0,0.0,1.212027,0.75570375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.036411338,0.0,0.0,0.0,0.0,0.0,0.09872687,0.0,0.0,0.0,0.3554438,0.0,0.10062653,0.0,0.25803587,0.0,0.0,0.0,0.0,0.005678325,0.0,0.0,0.0,0.2931953,0.0,0.0,0.0,0.073677644,0.0,0.0,0.0
0.0,1.3166356,0.0,0.0,0.0,0.0,0.0,0.8417726,0.0,0.0,0.0,2.5601726,0.5580554,0.21582279,0.0,1.1993672,0.0,0.0,0.6701882,0.0,0.7493056,0.0,0.0,1.8602853,1.2542166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.87651294,0.0,0.0,0.0,0.0,0.0,0.6159898,0.0,0.0,0.0,1.8251514,0.36446586,0.105454,0.0,0.8613099,0.0,0.0,0.4944309,0.0,0.48441344,0.0,0.0,1.2609427,1.0694425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.057769187,0.0,0.0,0.0,0.0,0.0,0.11571284,0.0,0.0,0.0,0.3953153,0.0,0.102669716,0.0,0.27984965,0.0,0.0,0.00021775067,0.0,0.011000434,0.0,0.0,0.0062117223,0.32929087,0.0,0.0,0.0,0.054958917,0.0,0.0,0.0
0.0,0.6863561,0.0,0.0,0.0,0.0,0.0,0.4962125,0.0,0.0,0.0,1.4960243,0.29591876,0.0846919,0.0,0.72118986,0.0,0.0,0.39826763,0.0,0.36401978,0.0,0.0,1.018858,0.8577749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7688284,0.0,0.0,0.0,0.0,0.0,0.55565864,0.0,0.0,0.0,1.655048,0.33788812,0.09305001,0.0,0.80435467,0.0,0.0,0.46102285,0.0,0.42359334,0.0,0.0,1.1519412,0.94209653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.2856593,0.0,0.0,2.496953,3.5248098,0.0,0.0,0.0,0.0,0.0,0.0,0.57230204,0.0,0.0,0.0,2.0088506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.555113,0.0,0.0,0.993326,0.0,0.0
0.0,0.026312329,0.0,0.0,0.0,0.0,0.0,0.10283099,0.0,0.0,0.0,0.33000883,0.0,0.106759116,0.0,0.24703595,0.0,0.0,0.0,0.0,0.0012460826,0.0,0.0,0.0,0.282328,0.0,0.0,0.0,0.08975808,0.0,0.0,0.0
0.0,1.6178694,0.0,0.0,0.0,0.0,0.0,1.0433338,0.0,0.0,0.0,3.0972152,0.68228865,0.30647525,0.0,1.4473529,0.0,0.0,0.87351054,0.0,0.9675048,0.0,0.0,2.2623944,1.4991523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.5203155,0.0,0.0,0.0,0.0,0.0,0.9878893,0.0,0.0,0.0,2.9294157,0.6505996,0.3074279,0.0,1.3729135,0.0,0.0,0.8240926,0.0,0.919549,0.0,0.0,2.1467183,1.3742965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.3283737,0.0,0.0,2.540079,3.5905159,0.0,0.0,0.0,0.0,0.0,0.0,0.58285946,0.0,0.0,0.0,2.0449386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5871909,0.0,0.0,1.0142666,0.0,0.0
0.0,1.6201317,0.0,0.0,0.0,0.0,0.0,1.0436717,0.0,0.0,0.0,3.1069431,0.6863467,0.3136161,0.0,1.4462445,0.0,0.0,0.876591,0.0,0.9737013,0.0,0.0,2.2744353,1.4741185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0819343,0.0,0.0,0.0,0.0,0.0,0.7428654,0.0,0.0,0.0,2.161859,0.4845646,0.17266393,0.0,1.0425752,0.0,0.0,0.61848104,0.0,0.60647714,0.0,0.0,1.5576302,1.1776212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.5511303,0.0,0.0,0.0,0.0,0.0,1.0213536,0.0,0.0,0.0,3.015221,0.62965393,0.24852479,0.0,1.4135684,0.0,0.0,0.8651195,0.0,0.9004694,0.0,0.0,2.1782486,1.6132219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.89211655,0.0,0.0,0.0,0.0,0.0,0.64296734,0.0,0.0,0.0,1.8738437,0.37146947,0.07419469,0.0,0.8707872,0.0,0.0,0.51738596,0.0,0.45899993,0.0,0.0,1.2788788,1.1689456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.74260336,0.0,0.0,0.84616727,0.78408134,0.0,0.0,0.0,0.0,0.0,0.0,0.09581339,0.0,0.0,0.0,0.53400576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23662208,0.0,0.0,0.10192583,0.0,0.0
0.0,0.8761162,0.0,0.0,0.0,0.0,0.0,0.6546655,0.0,0.0,0.0,1.8903453,0.37626922,0.08868899,0.0,0.87946755,0.0,0.0,0.51464164,0.0,0.46524715,0.0,0.0,1.2935511,1.1659178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.291441,0.0,0.0,0.0,0.0,0.0,0.86182564,0.0,0.0,0.0,2.5479648,0.55027014,0.17306367,0.0,1.1894993,0.0,0.0,0.6699801,0.0,0.7140119,0.0,0.0,1.8488022,1.3334825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.3283737,0.0,0.0,2.540079,3.5905159,0.0,0.0,0.0,0.0,0.0,0.0,0.58285946,0.0,0.0,0.0,2.0449386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5871909,0.0,0.0,1.0142666,0.0,0.0
0.0,0.87219614,0.0,0.0,0.0,0.0,0.0,0.5845126,0.0,0.0,0.0,1.7811846,0.37667158,0.13005584,0.0,0.8691365,0.0,0.0,0.42825836,0.0,0.49664685,0.0,0.0,1.2984974,0.86940974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.3692327,0.0,0.0,0.0,0.0,0.0,0.8993935,0.0,0.0,0.0,2.6734638,0.58047706,0.19711381,0.0,1.2502457,0.0,0.0,0.70556194,0.0,0.76563674,0.0,0.0,1.9489201,1.3720667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
